DATETIME;USER;TAG;VALUE
2013-05-24@00:26:57;kasi;LOGOUT;
2013-05-24@06:41:45;admin;LOGIN;
2013-05-24@06:43:13;admin;LOGOUT;
2013-05-24@07:35:48;huri;LOGIN;
2013-05-24@07:36:46;huri;"REKAM SK";"user huri rekam surat keluar tujuan 308152"
2013-05-24@07:40:25;huri;"REKAM SK";"user huri rekam surat keluar tujuan 308152"
2013-05-24@07:40:50;huri;"UBAH SK";"user huri ubah surat keluar tujuan: 50 perihal:Surat Tugas Diklat an Martius"
2013-05-24@07:41:04;huri;"UBAH SK";"user huri ubah surat keluar tujuan: 50 perihal:Surat Tugas Diklat an Martius"
2013-05-24@07:41:13;huri;"UBAH SK";"user huri ubah surat keluar tujuan: 50 perihal:Surat Tugas Diklat an Martius"
2013-05-24@07:41:19;huri;"UBAH SK";"user huri ubah surat keluar tujuan: 50 perihal:Surat Tugas Diklat an Martius"
2013-05-24@07:42:49;huri;"UBAH SK";"user huri ubah surat keluar tujuan: 50 perihal:Surat Tugas Diklat an Martius"
2013-05-24@07:42:56;huri;"UBAH SK";"user huri ubah surat keluar tujuan: 50 perihal:Surat Tugas Diklat an Martius"
2013-05-24@07:42:59;huri;"UBAH SK";"user huri ubah surat keluar tujuan: 50 perihal:Surat Tugas Diklat an Martius"
2013-05-24@07:43:02;huri;"UBAH SK";"user huri ubah surat keluar tujuan: 50 perihal:Surat Tugas Diklat an Martius"
2013-05-24@07:44:54;huri;LOGOUT;
2013-05-24@07:44:55;admin;LOGIN;
2013-05-24@07:45:47;admin;LOGOUT;
2013-05-24@07:45:53;kasi;LOGIN;
2013-05-24@07:45:55;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-05-24@07:46:47;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/2"
2013-05-24@10:55:51;kasi;LOGOUT;
2013-05-24@10:55:59;admin;LOGIN;
2013-05-24@10:57:27;admin;"REKAM SM";"user admin rekam surat masuk agenda SM0025"
2013-05-24@10:57:36;admin;LOGOUT;
2013-05-24@10:57:50;kk;LOGIN;
2013-05-24@10:58:18;kk;LOGOUT;
2013-05-24@10:58:20;admin;LOGIN;
2013-05-24@10:59:59;admin;LOGOUT;
2013-05-24@11:00:05;kk;LOGIN;
2013-05-24@11:00:45;kk;"REKAM DISPOSISI";"user kk rekam disposisi no agenda SM0025"
2013-05-24@11:01:05;kk;LOGOUT;
2013-05-24@11:01:15;marni;LOGIN;
2013-05-24@11:01:31;marni;LOGOUT;
2013-05-24@11:01:37;kasi;LOGIN;
2013-05-24@11:01:48;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-05-24@11:01:49;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/2"
2013-05-24@11:05:14;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-05-24@11:05:57;kasi;LOGOUT;
2013-05-24@11:06:00;admin;LOGIN;
2013-05-24@11:07:13;admin;LOGOUT;
2013-05-24@11:07:19;kk;LOGIN;
2013-05-24@11:08:45;kk;LOGOUT;
2013-05-24@11:08:55;kasi;LOGIN;
2013-05-24@11:09:46;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-05-24@11:10:56;kasi;LOGOUT;
2013-05-24@11:10:58;admin;LOGIN;
2013-05-24@11:17:45;admin;LOGOUT;
2013-05-24@11:17:56;kk;LOGIN;
2013-05-24@11:21:35;kk;LOGOUT;
2013-05-24@13:03:56;admin;LOGIN;
2013-05-24@13:04:40;admin;LOGOUT;
2013-05-28@06:03:14;kk;LOGIN;
2013-05-28@06:03:18;kk;LOGOUT;
2013-05-28@06:03:24;kk;LOGIN;
2013-05-28@06:04:54;kk;LOGOUT;
2013-05-28@06:05:03;kasi;LOGIN;
2013-05-28@06:05:08;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-05-28@06:05:11;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/2"
2013-05-29@08:14:54;kk;LOGIN;
2013-05-29@09:22:01;kk;LOGOUT;
2013-05-29@09:22:04;admin;LOGIN;
2013-05-29@09:31:16;admin;"REKAM SM";"user admin rekam surat masuk agenda SM0026"
2013-05-29@09:35:05;admin;"REKAM SM";"user admin rekam surat masuk agenda SM0026"
2013-05-29@11:04:57;admin;LOGOUT;
2013-05-29@11:05:05;kasi;LOGIN;
2013-05-29@11:05:09;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-05-29@20:31:53;mastri;LOGIN;
2013-05-29@21:05:44;mastri;LOGOUT;
2013-05-29@21:05:48;kasi;LOGIN;
2013-05-29@21:31:23;kasi;LOGOUT;
2013-05-29@21:31:28;mastri;LOGIN;
2013-05-30@00:53:16;mastri;LOGOUT;
2013-05-30@00:53:17;admin;LOGIN;
2013-05-30@09:34:29;admin;LOGIN;
2013-05-30@10:05:03;admin;LOGOUT;
2013-05-30@15:29:29;admin;LOGIN;
2013-05-30@15:34:16;admin;LOGOUT;
2013-05-30@15:43:10;kk;LOGIN;
2013-05-30@15:43:12;kk;LOGOUT;
2013-05-30@15:43:14;admin;LOGIN;
2013-05-30@15:43:15;admin;LOGIN;
2013-05-30@15:43:15;admin;LOGIN;
2013-05-30@15:43:16;admin;LOGIN;
2013-05-30@15:44:08;admin;LOGIN;
2013-05-30@15:44:11;admin;LOGIN;
2013-05-30@15:44:14;admin;LOGIN;
2013-05-30@15:44:25;admin;LOGIN;
2013-05-30@15:44:26;admin;LOGIN;
2013-05-30@15:45:01;admin;LOGIN;
2013-05-30@15:45:02;admin;LOGIN;
2013-05-30@15:45:02;admin;LOGIN;
2013-05-30@15:45:02;admin;LOGIN;
2013-05-30@15:45:03;admin;LOGIN;
2013-05-30@15:45:03;admin;LOGIN;
2013-05-30@15:45:04;admin;LOGIN;
2013-05-30@15:45:04;admin;LOGIN;
2013-05-30@15:45:04;admin;LOGIN;
2013-05-30@15:45:06;admin;LOGIN;
2013-05-30@15:45:06;admin;LOGIN;
2013-05-30@15:45:06;admin;LOGIN;
2013-05-30@15:46:07;admin;LOGIN;
2013-05-30@15:46:09;admin;LOGOUT;
2013-05-30@15:46:19;admin;LOGIN;
2013-05-30@15:46:24;admin;LOGOUT;
2013-05-30@15:46:28;kk;LOGIN;
2013-05-30@15:46:29;kk;LOGOUT;
2013-05-30@15:50:15;admin;LOGIN;
2013-05-31@10:35:50;admin;LOGIN;
2013-05-31@19:24:46;admin;LOGOUT;
2013-05-31@19:24:51;mastri;LOGIN;
2013-05-31@19:25:10;mastri;UPLOAD;"user mastri upload file surat no agenda SM0024 file:M_ND-20_KP_2013_308152.pdf"
2013-05-31@19:27:57;mastri;UPLOAD;"user mastri upload file surat no agenda SM0024 file:M_ND-20_KP_2013_308152.pdf"
2013-05-31@19:52:04;mastri;UPLOAD;"user mastri upload file surat no agenda SM0024 file:M_ND-20_KP_2013_308152.pdf"
2013-05-31@19:53:37;mastri;UPLOAD;"user mastri upload file surat no agenda SM0024 file:M_ND-20_KP_2013_308152.pdf"
2013-05-31@19:53:55;mastri;UPLOAD;"user mastri upload file surat no agenda SM0024 file:M_ND-20_KP_2013_308152.pdf"
2013-05-31@20:23:45;mastri;UPLOAD;"user mastri upload file surat no agenda SM0024 file:M_ND-20_KP_2013_308152.pdf"
2013-05-31@21:44:30;mastri;"UBAH SK";"user mastri ubah surat keluar tujuan: 50 perihal:Jawaban Nota Dinas"
2013-06-01@18:36:32;kk;LOGIN;
2013-06-02@14:34:47;mastri;LOGIN;
2013-06-02@14:35:00;mastri;UPLOAD;"user mastri upload file surat no agenda SM0024 file:M_ND-20_KP_2013_308152.pdf"
2013-06-02@17:16:24;mastri;LOGIN;
2013-06-02@20:16:57;mastri;LOGOUT;
2013-06-02@20:16:59;admin;LOGIN;
2013-06-02@20:17:08;admin;LOGOUT;
2013-06-02@20:17:12;mastri;LOGIN;
2013-06-02@20:34:58;mastri;"REKAM REVISI";"user mastri rekam revisi surat keluar id 48 nama file K_48_260018_6.docx"
2013-06-02@21:52:10;mastri;LOGOUT;
2013-06-02@21:52:19;kk;LOGIN;
2013-06-02@21:53:00;kk;LOGOUT;
2013-06-02@21:53:04;kk;LOGIN;
2013-06-02@21:53:48;kk;LOGOUT;
2013-06-02@21:53:53;mastri;LOGIN;
2013-06-02@21:55:55;mastri;LOGOUT;
2013-06-02@21:55:56;admin;LOGIN;
2013-06-02@22:59:36;admin;LOGOUT;
2013-06-02@22:59:43;mastri;LOGIN;
2013-06-02@23:12:35;mastri;LOGOUT;
2013-06-02@23:12:39;kasi;LOGIN;
2013-06-02@23:20:18;kasi;LOGOUT;
2013-06-02@23:20:24;mastri;LOGIN;
2013-06-02@23:20:33;mastri;LOGOUT;
2013-06-02@23:20:38;admin;LOGIN;
2013-06-02@23:45:54;admin;LOGOUT;
2013-06-02@23:45:59;mastri;LOGIN;
2013-06-03@08:59:06;kasi;LOGIN;
2013-06-03@10:41:01;admin;LOGIN;
2013-06-03@10:41:19;admin;LOGOUT;
2013-06-03@10:41:24;kasi;LOGIN;
2013-06-03@11:31:54;kasi;LOGOUT;
2013-06-03@11:31:56;admin;LOGIN;
2013-06-03@12:22:10;admin;LOGOUT;
2013-06-03@12:22:15;mastri;LOGIN;
2013-06-03@12:28:15;mastri;LOGOUT;
2013-06-03@12:28:17;admin;LOGIN;
2013-06-03@12:28:37;admin;LOGOUT;
2013-06-03@12:28:42;mastri;LOGIN;
2013-06-03@13:36:33;mastri;LOGOUT;
2013-06-03@13:36:39;kasi;LOGIN;
2013-06-03@13:54:19;kasi;LOGOUT;
2013-06-03@13:54:24;mastri;LOGIN;
2013-06-03@15:35:28;mastri;LOGOUT;
2013-06-03@15:35:32;kasi;LOGIN;
2013-06-03@15:35:37;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-06-03@15:38:40;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/2"
2013-06-03@15:41:23;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-06-03@15:41:38;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/2"
2013-06-03@15:41:40;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-06-03@15:41:57;kasi;LOGOUT;
2013-06-03@15:41:59;admin;LOGIN;
2013-06-03@15:42:56;admin;LOGOUT;
2013-06-03@15:43:02;mastri;LOGIN;
2013-06-03@15:55:20;mastri;LOGOUT;
2013-06-03@15:55:46;admin;LOGIN;
2013-06-03@16:21:32;admin;LOGOUT;
2013-06-03@16:21:39;mastri;LOGIN;
2013-06-03@16:23:25;mastri;LOGOUT;
2013-06-03@16:24:24;subagum;LOGIN;
2013-06-03@16:25:21;subagum;LOGOUT;
2013-06-03@16:25:39;admin;LOGIN;
2013-06-03@16:26:20;admin;LOGOUT;
2013-06-03@16:30:34;admin;LOGIN;
2013-06-03@16:34:38;admin;LOGOUT;
2013-06-03@22:00:41;admin;LOGIN;
2013-06-03@23:16:41;admin;LOGOUT;
2013-06-03@23:34:40;admin;LOGIN;
2013-06-04@10:46:20;kasi;LOGIN;
2013-06-04@10:46:35;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-06-04@10:56:05;kasi;LOGOUT;
2013-06-04@10:56:07;admin;LOGIN;
2013-06-04@11:06:55;admin;LOGOUT;
2013-06-04@11:07:00;mastri;LOGIN;
2013-06-04@11:12:49;mastri;LOGOUT;
2013-06-04@11:12:53;kk;LOGIN;
2013-06-04@11:31:22;kk;LOGOUT;
2013-06-04@11:31:27;kasi;LOGIN;
2013-06-04@13:54:02;kasi;LOGOUT;
2013-06-04@13:54:06;mastri;LOGIN;
2013-06-04@14:51:25;mastri;LOGIN;
2013-06-04@19:59:31;admin;LOGIN;
2013-06-04@20:07:30;admin;LOGOUT;
2013-06-04@20:07:35;mastri;LOGIN;
2013-06-04@22:57:27;mastri;LOGOUT;
2013-06-04@22:57:32;kasi;LOGIN;
2013-06-04@23:42:07;kasi;LOGOUT;
2013-06-04@23:42:09;admin;LOGIN;
2013-06-05@07:50:47;admin;LOGIN;
2013-06-05@09:32:47;admin;LOGOUT;
2013-06-05@09:32:55;kasi;LOGIN;
2013-06-05@18:21:17;kk;LOGIN;
2013-06-05@20:09:42;kk;LOGOUT;
2013-06-05@22:03:44;admin;LOGIN;
2013-06-05@22:07:49;admin;LOGOUT;
2013-06-05@22:07:54;kk;LOGIN;
2013-06-05@22:09:29;kk;LOGOUT;
2013-06-05@22:09:31;admin;LOGIN;
2013-06-07@08:47:02;admin;LOGIN;
2013-06-08@00:30:50;admin;LOGIN;
2013-06-08@00:59:49;admin;LOGOUT;
2013-06-08@01:00:24;admin;LOGIN;
2013-06-08@01:02:18;admin;LOGOUT;
2013-06-08@01:02:26;mastri;LOGIN;
2013-06-08@01:02:31;mastri;LOGOUT;
2013-06-08@01:02:42;kk;LOGIN;
2013-06-08@01:02:46;kk;LOGOUT;
2013-06-08@01:03:04;admin;LOGIN;
2013-06-08@01:03:45;admin;LOGOUT;
2013-06-08@01:03:49;kasi;LOGIN;
2013-06-08@01:09:21;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-06-08@01:15:54;admin;LOGIN;
2013-06-08@01:17:40;kk;LOGIN;
2013-06-08@01:17:48;admin;LOGOUT;
2013-06-08@01:20:36;kk;LOGOUT;
2013-06-08@01:21:08;admin;LOGIN;
2013-06-08@01:25:08;admin;LOGOUT;
2013-06-08@01:25:29;admin;LOGIN;
2013-06-08@01:26:57;admin;LOGOUT;
2013-06-08@09:26:44;kk;LOGIN;
2013-06-08@09:30:19;kk;LOGOUT;
2013-06-08@09:30:21;admin;LOGIN;
2013-06-08@13:09:42;admin;LOGOUT;
2013-06-08@13:09:48;kasi;LOGIN;
2013-06-08@13:09:54;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-06-08@14:45:11;mastri;LOGIN;
2013-06-08@16:47:09;mastri;LOGOUT;
2013-06-08@16:47:13;kk;LOGIN;
2013-06-08@16:48:45;kk;LOGOUT;
2013-06-08@16:48:47;admin;LOGIN;
2013-06-08@17:07:57;kasi;LOGIN;
2013-06-08@17:08:48;kasi;"CHANGE ROLE";"user kasi mengganti role/bagian ke 2/1"
2013-06-08@22:49:20;kasi;LOGOUT;
2013-06-08@22:49:22;admin;LOGIN;
2013-06-09@08:57:46;kk;LOGIN;
2013-06-09@10:31:50;admin;LOGIN;
2013-06-09@14:02:34;admin;LOGOUT;
2013-06-09@14:02:37;kk;LOGIN;
2013-06-09@14:42:11;kk;LOGOUT;
2013-06-09@14:42:12;admin;LOGIN;
2013-06-09@22:58:01;admin;LOGOUT;
2013-06-09@22:58:07;mastri;LOGIN;
2013-06-09@23:02:50;mastri;LOGOUT;
2013-06-09@23:02:53;kk;LOGIN;
2013-06-09@23:11:20;kk;LOGOUT;
2013-06-09@23:11:22;admin;LOGIN;
2013-06-09@23:17:57;admin;LOGOUT;
2013-06-09@23:18:03;kk;LOGIN;
2013-06-09@23:19:09;kk;LOGOUT;
2013-06-09@23:19:14;kasi;LOGIN;
2013-06-09@23:38:17;kasi;LOGOUT;
2013-06-09@23:38:19;admin;LOGIN;
2013-06-09@23:43:32;admin;LOGOUT;
2013-06-09@23:43:37;mastri;LOGIN;
2013-06-09@23:44:53;mastri;LOGOUT;
2013-06-09@23:45:00;kasi;LOGIN;
2013-06-09@23:45:15;kasi;LOGOUT;
